0,6407.81640625002,2.811046e-14
1,6407.87990578471,6.607659e-14
2,6407.9434053194,7.478723e-14
3,6408.00690485409,3.286271e-14
4,6408.07040438878,1.341296e-14
5,6408.13390392347,9.749622e-14
6,6408.19740345816,8.92658e-14
7,6408.26090299285,5.012677e-14
8,6408.32440252754,8.850175e-14
9,6408.38790206224,1.233757e-13
10,6408.45140159693,1.384269e-13
11,6408.51490113162,1.284046e-13
12,6408.57840066631,8.307392e-14
13,6408.641900201,1.64874e-14
14,6408.70539973569,3.476012e-14
15,6408.76889927038,7.175299e-14
16,6408.83239880507,5.15576e-14
17,6408.89589833976,1.485223e-14
18,6408.95939787445,1.754676e-14
19,6409.02289740914,4.416455e-14
20,6409.08639694384,5.310495e-14
21,6409.14989647853,3.256433e-14
22,6409.21339601322,1.429001e-14
23,6409.27689554791,5.310135e-14
24,6409.3403950826,8.418002e-14
25,6409.40389461729,2.296751e-14
26,6409.46739415198,1.191335e-14
27,6409.53089368667,2.75197e-14
28,6409.59439322136,3.4035e-14
29,6409.65789275606,4.564674e-14
30,6409.72139229075,5.999758e-14
31,6409.78489182544,5.152952e-14
32,6409.84839136013,4.611465e-14
33,6409.91189089482,8.500987e-14
34,6409.97539042951,1.362932e-13
35,6410.0388899642,9.247925e-14
36,6410.10238949889,2.476907e-14
37,6410.16588903358,4.223119e-14
38,6410.22938856827,7.663087e-14
39,6410.29288810296,7.204868e-14
40,6410.35638763766,3.767437e-14
41,6410.41988717235,1.353551e-14
42,6410.48338670704,1.195606e-14
43,6410.54688624173,2.433128e-16
44,6410.61038577642,3.022111e-14
45,6410.67388531111,9.215293e-14
46,6410.7373848458,7.822942e-14
47,6410.80088438049,3.106679e-14
48,6410.86438391518,3.969779e-14
49,6410.92788344987,3.33683e-14
50,6410.99138298456,-2.130136e-15
51,6411.05488251926,4.329187e-13
52,6411.11838205395,4.766429e-13
53,6411.18188158864,6.811495e-14
54,6411.24538112333,6.141415e-15
55,6411.30888065802,1.643572e-14
56,6411.37238019271,3.504954e-14
57,6411.4358797274,4.494477e-14
58,6411.49937926209,2.552113e-14
59,6411.56287879678,2.053171e-14
60,6411.62637833147,2.78416e-14
61,6411.68987786616,6.674094e-14
62,6411.75337740086,1.014612e-13
63,6411.81687693555,3.612102e-14
64,6411.88037647024,3.003889e-14
65,6411.94387600493,6.262638e-14
66,6412.00737553962,7.800141e-14
67,6412.07087507431,1.215601e-13
68,6412.134374609,1.032452e-13
69,6412.19787414369,4.171925e-14
70,6412.26137367838,8.173944e-15
