Wavelength,Flux,Continuum_Model,HeII_6527_Model,Raman_HeII_6545_Model,He_6560_Model,Ha_6563_Model,NII_6548_1_Model,NII_6548_2_Model
6568.7257,0.0067,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6568.7912,0.0025,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6568.8567,0.0125,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6568.9222,0.0094,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6568.9877,0.0054,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.0531,0.0086,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.1185,0.0065,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.1839,0.0092,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.2493,0.0079,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.3146,0.0057,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.3800,0.0043,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.4453,-0.0020,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.5106,0.0105,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.5759,0.0090,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.6411,0.0101,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.7064,0.0132,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.7716,0.0100,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.8368,0.0064,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.9019,0.0114,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6569.9671,0.0018,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.0322,0.0060,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.0973,0.0070,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.1624,0.0094,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.2275,0.0061,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.2925,0.0072,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.3575,0.0047,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.4225,0.0036,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.4875,0.0029,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.5525,0.0049,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.6174,0.0047,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.6823,0.0085,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.7472,0.0093,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.8121,0.0065,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.8770,0.0079,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6570.9418,0.0071,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.0066,0.0097,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.0714,0.0021,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.1362,0.0137,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.2009,0.0070,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.2657,0.0079,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.3304,0.0025,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.3951,0.0038,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.4597,0.0091,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.5244,0.0114,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.5890,0.0007,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.6536,0.0121,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.7182,0.0050,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.7828,0.0058,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.8473,0.0048,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.9119,0.0067,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6571.9764,0.0077,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.0408,0.0059,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.1053,0.0064,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.1697,0.0059,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.2342,0.0090,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.2986,0.0015,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.3629,0.0073,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.4273,0.0042,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.4916,0.0115,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.5560,0.0066,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.6203,0.0102,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.6845,0.0116,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.7488,0.0096,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.8130,0.0033,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.8772,0.0072,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572.9414,0.0120,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.0056,0.0080,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.0698,0.0114,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.1339,0.0104,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.1980,0.0042,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.2621,0.0061,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.3262,0.0093,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.3902,0.0027,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.4542,0.0125,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.5182,0.0155,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.5822,0.0073,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.6462,0.0111,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.7101,0.0092,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.7741,0.0061,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.8380,0.0056,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.9018,0.0100,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573.9657,0.0030,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.0295,0.0109,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.0934,0.0052,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.1572,0.0020,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.2209,0.0110,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.2847,0.0020,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.3484,0.0055,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.4121,0.0137,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.4758,0.0057,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.5395,0.0044,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.6032,0.0041,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.6668,0.0014,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.7304,0.0061,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.7940,0.0187,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.8576,0.0081,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.9211,0.0158,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6574.9847,0.0139,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.0482,0.0112,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.1117,0.0074,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.1751,0.0110,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.2386,0.0080,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.3020,0.0102,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.3654,0.0145,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.4288,0.0064,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.4921,0.0028,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.5555,0.0068,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.6188,0.0119,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.6821,0.0064,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.7454,0.0117,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.8087,0.0090,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.8719,0.0117,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.9351,0.0086,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6575.9983,0.0051,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.0615,0.0054,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.1246,0.0137,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.1878,0.0078,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.2509,0.0069,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.3140,0.0101,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.3771,0.0065,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.4401,0.0097,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.5032,0.0135,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.5662,0.0032,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.6292,0.0032,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.6921,0.0097,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.7551,0.0069,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.8180,0.0014,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.8809,0.0104,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576.9438,0.0028,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.0067,0.0074,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.0695,0.0115,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.1324,0.0100,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.1952,0.0143,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.2579,0.0147,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.3207,0.0154,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.3835,0.0181,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.4462,0.0173,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.5089,0.0204,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.5716,0.0091,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.6342,0.0190,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.6969,0.0138,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.7595,0.0126,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.8221,0.0164,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.8847,0.0132,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6577.9472,0.0196,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.0098,0.0168,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.0723,0.0155,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.1348,0.0178,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.1972,0.0110,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.2597,0.0103,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.3221,0.0115,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.3845,0.0102,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.4469,0.0193,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.5093,0.0062,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.5717,0.0120,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.6340,0.0046,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.6963,0.0085,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.7586,0.0139,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.8209,0.0070,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.8831,0.0163,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6578.9453,0.0110,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.0075,0.0077,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.0697,0.0106,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.1319,0.0105,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.1940,0.0096,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.2562,0.0123,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.3183,0.0142,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.3803,0.0073,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.4424,0.0067,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.5045,0.0140,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.5665,0.0085,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.6285,0.0083,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.6905,0.0042,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.7524,0.0105,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.8144,0.0115,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.8763,0.0082,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6579.9382,0.0070,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.0000,0.0162,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.0619,0.0043,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.1237,0.0147,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.1856,0.0069,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.2473,0.0064,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.3091,0.0044,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.3709,0.0002,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.4326,0.0156,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.4943,0.0106,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.5560,0.0120,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.6177,0.0044,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.6793,0.0095,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.7410,0.0136,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.8026,0.0061,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.8642,0.0099,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.9257,0.0117,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6580.9873,0.0020,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.0488,0.0103,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.1103,0.0058,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.1718,0.0137,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.2333,0.0077,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.2947,0.0036,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.3561,0.0122,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.4175,0.0216,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.4789,0.0125,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.5403,0.0089,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.6016,0.0167,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.6629,0.0140,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.7242,0.0116,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.7855,0.0123,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.8468,0.0108,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.9080,0.0198,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6581.9692,0.0258,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.0304,0.0677,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.0916,0.1404,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.1528,0.3133,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.2139,0.6269,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.2750,1.1766,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.3361,1.9463,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.3972,3.0966,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.4582,4.5131,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.5193,6.1146,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.5803,7.7808,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.6413,9.3690,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.7022,10.2852,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.7632,11.0215,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.8241,11.2878,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.8850,10.7569,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6582.9459,10.2876,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.0068,9.3903,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.0676,8.9434,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.1285,8.6181,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.1893,8.6021,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.2501,8.7961,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.3108,9.0841,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.3716,9.5185,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.4323,9.6176,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.4930,10.4119,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.5537,10.3101,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.6143,9.9688,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.6750,9.0944,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.7356,7.5058,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.7962,6.2676,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.8568,4.7743,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.9174,3.3369,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6583.9779,2.2920,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.0384,1.4293,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.0989,0.8243,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.1594,0.4905,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.2198,0.3166,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.2803,0.2237,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.3407,0.1707,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.4011,0.1564,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.4615,0.1217,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.5218,0.1073,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.5822,0.0818,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.6425,0.0744,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.7028,0.0633,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.7630,0.0519,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.8233,0.0474,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.8835,0.0378,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6584.9437,0.0308,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.0039,0.0282,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.0641,0.0241,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.1242,0.0237,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.1844,0.0195,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.2445,0.0139,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.3046,0.0121,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.3646,0.0081,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.4247,0.0112,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.4847,0.0046,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.5447,0.0050,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.6047,0.0093,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.6647,0.0049,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.7246,0.0068,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.7845,0.0093,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.8444,0.0115,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.9043,0.0086,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6585.9642,0.0135,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.0240,0.0077,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.0838,0.0067,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.1436,0.0043,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.2034,0.0098,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.2632,0.0135,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.3229,0.0086,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.3826,0.0215,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.4423,0.0033,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.5020,0.0146,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.5617,0.0035,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.6213,0.0049,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.6809,0.0033,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.7405,0.0102,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.8001,0.0076,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.8596,0.0080,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.9192,0.0031,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6586.9787,0.0064,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.0382,-0.0024,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.0977,0.0067,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.1571,0.0037,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.2165,0.0085,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.2760,0.0057,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.3353,0.0072,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.3947,0.0059,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.4541,0.0070,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6587.5134,0.0172,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
