Wavelength,Flux,Continuum_Model,HeII_6527_Model,Raman_HeII_6545_Model,He_6560_Model,Ha_6563_Model,NII_6548_1_Model,NII_6548_2_Model
6515.7835,0.0103,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6515.8649,0.0318,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6515.9462,-0.0013,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.0274,0.0702,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.1087,0.0078,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.1899,0.0314,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.2711,0.0091,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.3523,0.0113,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.4335,-0.0059,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.5146,-0.0366,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.5957,-0.0144,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.6768,0.0110,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.7578,0.0350,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.8388,0.0018,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516.9198,0.0050,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.0008,0.0450,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.0818,-0.0351,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.1627,0.0392,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.2436,0.0187,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.3245,0.0660,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.4053,0.0420,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.4861,-0.0028,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.5669,0.0959,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.6477,0.0059,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.7284,0.0472,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.8092,0.0145,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.8899,0.0235,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6517.9705,-0.0019,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.0512,-0.0053,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.1318,0.0067,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.2124,-0.0003,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.2929,-0.0006,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.3735,0.0031,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.4540,0.0205,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.5345,0.0435,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.6150,0.0381,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.6954,0.0064,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.7758,-0.0063,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.8562,0.0270,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6518.9366,0.0025,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.0169,-0.0076,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.0972,0.0082,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.1775,0.0455,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.2578,0.0220,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.3381,0.0068,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.4183,0.0361,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.4985,0.0018,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.5786,-0.0184,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.6588,0.0275,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.7389,0.0433,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.8190,0.0085,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.8991,0.0229,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6519.9791,0.0386,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.0591,0.0096,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.1391,0.0267,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.2191,-0.0117,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.2990,-0.0079,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.3789,0.0012,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.4588,0.0296,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.5387,0.0201,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.6186,0.0102,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.6984,0.0404,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.7782,-0.0381,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.8580,-0.0100,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520.9377,0.0038,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.0174,0.0315,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.0971,0.0217,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.1768,0.0409,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.2565,0.0274,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.3361,-0.0150,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.4157,0.0030,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.4953,0.0002,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.5748,0.0323,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.6543,0.0336,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.7338,-0.0059,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6521.8133,0.0306,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
