Line Name, Amplitude, Area, Center, Sigma
HeII 6527, 0.0048615, 0.0041248, 6527.4273070, 0.3384882
Raman HeII 6545, 0.0004312, 0.0046654, 6549.9999999, 4.3165018
He 6560, 0.1268996, 0.1082141, 6560.4289618, 0.3401996
Hα 6563, 5.6233758, 5.8438378, 6563.0295861, 0.4145826
NII 6548 (1), 0.0362801, 0.0126716, 6548.0214448, 0.1393384
NII 6548 (2), 0.0080265, 0.0038160, 6548.7969170, 0.1896669
NII 6584 (1), 0.1088404, 0.0382202, 6583.4212905, 0.1400917
NII 6584 (2), 0.0240796, 0.0115099, 6584.2009550, 0.1906923
