# Wavelength in nm, Data in electron
wavelength data
347.41001652349775 0.0
347.4118772049956 0.0
347.41373789645905 0.0
347.41559859788805 0.0
347.41745930928283 0.0
347.41932003064323 0.0
347.4211807619694 0.0
347.42304150326146 0.0
347.42490225451934 0.0
347.42676301574323 0.0
347.4286237869331 0.0
347.43048456808896 0.0
347.4323453592109 0.0
347.434206160299 0.0
347.43606697135334 0.0
347.437927792374 0.0
347.43978862336087 0.0
347.4416494643141 0.0
347.44351031523377 0.0
347.4453711761199 0.0
347.44723204697254 0.0
347.44909292779175 0.0
347.4509538185776 0.0
347.45281471933015 0.0
347.4546756300494 0.0
347.4565365507355 0.0
347.4583974813884 0.0
347.46025842200817 0.0
347.46211937259494 0.0
347.4639803331487 0.0
347.46584130366944 0.0
347.46770228415744 0.0
347.4695632746125 0.0
347.47142427503474 0.0
347.4732852854243 0.0
347.47514630578127 0.0
347.4770073361055 0.0
347.4788683763972 0.0
347.4807294266563 0.0
347.48259048688305 0.0
347.48445155707736 0.0
347.4863126372392 0.0
347.48817372736886 0.0
347.4900348274662 0.0
347.49189593753147 0.0
347.4937570575645 0.0
347.49561818756547 0.0
347.49747932753434 0.0
347.49934047747126 0.0
347.50120163737625 0.0
347.50306280724936 0.0
347.50492398709065 0.0
347.5067851769002 0.0
347.50864637667803 0.0
347.5105075864242 0.0
347.5123688061387 0.0
347.51423003582175 0.0
347.5160912754732 0.0
347.5179525250932 0.0
347.51981378468184 0.0
347.52167505423915 0.0
347.5235363337651 0.0
347.5253976232599 0.0
347.5272589227235 0.0
347.5291202321559 0.0
347.53098155155726 0.0
347.5328428809276 0.0
347.53470422026703 0.0
347.5365655695755 0.0
347.5384269288531 0.0
347.5402882980999 0.0
347.54214967731593 0.0
347.54401106650124 0.0
347.5458724656559 0.0
347.5477338747801 0.0
347.5495952938736 0.0
347.5514567229366 0.0
347.55331816196923 0.0
347.55517961097155 0.0
347.55704106994347 0.0
347.5589025388851 0.0
347.5607640177965 0.0
347.56262550667776 0.0
347.5644870055289 0.0
347.56634851434995 0.0
347.56821003314104 0.0
347.5700715619021 0.0
347.5719331006334 0.0
347.5737946493347 0.0
347.5756562080063 0.0
347.5775177766481 0.0
347.5793793552602 0.0
347.5812409438428 0.0
347.5831025423957 0.0
347.58496415091906 0.0
347.586825769413 0.0
347.5886873978775 0.0
347.5905490363126 0.0
347.5924106847184 0.0
347.594272343095 0.0
347.59613401144236 0.0
347.5979956897605 0.0
347.59985737804965 0.0
347.60171907630973 0.0
347.6035807845407 0.0
347.6054425027429 0.0
347.60730423091604 0.0
347.6091659690605 0.0
347.61102771717606 0.0
347.61288947526293 0.0
347.61475124332117 0.0
347.61661302135076 0.0
347.6184748093518 0.0
347.62033660732436 0.0
347.6221984152684 0.0
347.624060233184 0.0
347.6259220610713 0.0
347.6277838989303 0.0
347.62964574676107 0.0
347.63150760456364 0.0
347.6333694723381 0.0
347.6352313500844 0.0
347.63709323780273 0.0
347.63895513549306 0.0
347.6408170431555 0.0
347.64267896078997 0.0
347.6445408883967 0.0
347.6464028259756 0.0
347.6482647735268 0.0
347.6501267310504 0.0
347.6519886985464 0.0
347.6538506760148 0.0
347.65571266345574 0.0
347.6575746608692 0.0
347.6594366682553 0.0
347.66129868561404 0.0
347.66316071294546 0.0
347.6650227502497 0.0
347.66688479752673 0.0
347.66874685477666 0.0
347.67060892199953 0.0
347.67247099919535 0.0
347.67433308636424 0.0
347.6761951835062 0.0
347.6780572906213 0.0
347.6799194077097 0.0
347.68178153477123 0.0
347.683643671806 0.0
347.68550581881425 0.0
347.68736797579584 0.0
347.689230142751 0.0
347.69109231967957 0.0
347.6929545065817 0.0
347.69481670345755 0.0
347.69667891030696 0.0
347.6985411271302 0.0
347.70040335392724 0.0
347.702265590698 0.0
347.7041278374427 0.0
347.7059900941614 0.0
347.707852360854 0.0
347.70971463752073 0.0
347.71157692416153 0.0
347.7134392207765 0.0
347.71530152736574 0.0
347.71716384392914 0.0
347.719026170467 0.0
347.72088850697907 0.0
347.7227508534656 0.0
347.72461320992664 0.0
347.7264755763622 0.0
347.7283379527724 0.0
347.73020033915714 0.0
347.7320627355166 0.0
347.7339251418508 0.0
347.73578755815987 0.0
347.7376499844438 0.0
347.73951242070257 0.0
347.7413748669363 0.0
347.7432373231451 0.0
347.74509978932895 0.0
347.7469622654878 0.0
347.74882475162195 0.0
347.7506872477313 0.0
347.75254975381586 0.0
347.75441226987584 0.0
347.75627479591117 0.0
347.758137331922 0.0
347.75999987790823 0.0
347.7618624338701 0.0
347.7637249998075 0.0
347.7655875757206 0.0
347.76745016160936 0.0
347.7693127574739 0.0
347.7711753633143 0.0
347.77303797913044 0.0
347.7749006049226 0.0
347.77676324069074 0.0
347.7786258864349 0.0
347.78048854215507 0.0
347.7823512078515 0.0
347.784213883524 0.0
347.78607656917285 0.0
347.7879392647979 0.0
347.7898019703993 0.0
347.79166468597714 0.0
347.7935274115315 0.0
347.7953901470623 0.0
347.7972528925696 0.0
347.7991156480536 0.0
347.8009784135142 0.0
347.80284118895156 0.0
347.80470397436574 0.0
347.80656676975667 0.0
347.80842957512453 0.0
347.8102923904694 0.0
347.81215521579117 0.0
347.81401805108993 0.0
347.8158808963659 0.0
347.8177437516189 0.0
347.81960661684917 0.0
347.82146949205674 0.0
347.8233323772416 0.0
347.8251952724038 0.0
347.8270581775434 0.0
347.8289210926605 0.0
347.8307840177551 0.0
347.8326469528273 0.0
347.83450989787707 0.0
347.8363728529046 0.0
347.83823581790983 0.0
347.8400987928929 0.0
347.8419617778538 0.0
347.8438247727925 0.0
347.84568777770926 0.0
347.84755079260395 47767.19921875
347.8494138174768 67336.4140625
347.85127685232766 35797.82421875
347.8531398971567 -7847.359375
347.855002951964 101247.3046875
347.85686601674956 83739.9765625
347.85872909151345 29165.759765625
347.8605921762557 -9994.9345703125
347.8624552709764 2547.173583984375
347.86431837567557 81037.0234375
347.8661814903533 91602.1875
347.86804461500964 24753.302734375
347.86990774964454 24257.466796875
347.8717708942582 72963.0
347.8736340488506 -41428.22265625
347.87549721342185 -37264.34375
347.87736038797186 -6462.1298828125
347.8792235725009 46106.3671875
347.88108676700887 84215.1171875
347.88294997149586 54705.453125
347.8848131859619 -5985.62109375
347.886676410407 46033.9921875
347.8885396448314 45359.51953125
347.890402889235 -1756.260986328125
347.89226614361786 -15278.171875
347.8941294079801 56035.71875
347.8959926823217 82244.59375
347.89785596664274 31641.451171875
347.8997192609433 6351.3212890625
347.9015825652234 76149.84375
347.9034458794831 75340.9765625
347.9053092037225 -12643.7275390625
347.9071725379416 81827.8203125
347.9090358821405 156715.859375
347.91089923631915 80052.109375
347.9127626004778 -31997.51171875
347.91462597461623 170566.65625
347.91648935873474 421846.15625
347.91835275283324 358511.875
347.9202161569118 40011.2421875
347.9220795709706 -45830.94140625
347.9239429950095 -15601.3984375
347.92580642902874 88523.4765625
347.9276698730282 75025.546875
347.9295333270081 46963.453125
347.93139679096834 201182.0625
347.933260264909 100316.3984375
347.9351237488303 148626.640625
347.9369872427321 135361.265625
347.93885074661455 63034.58203125
347.94071426047765 -7061.8515625
347.94257778432143 -26025.326171875
347.94444131814606 120604.7265625
347.94630486195155 164344.1875
347.9481684157379 195814.34375
347.95003197950524 227499.375
347.9518955532535 60986.60546875
347.9537591369828 84457.015625
347.9556227306933 20606.865234375
347.9574863343849 -32874.85546875
347.95934994805765 -14222.4970703125
347.9612135717118 80877.8125
347.96307720534725 17913.138671875
347.9649408489639 -8594.2705078125
347.9668045025621 -25083.63671875
347.9686681661418 20027.65234375
347.9705318397031 147390.296875
347.9723955232459 75656.5859375
347.97425921677024 9759.7744140625
347.9761229202764 59463.94140625
347.9779866337643 129197.7421875
347.979850357234 142855.46875
347.9817140906855 141407.640625
347.98357783411893 -8586.7890625
347.98544158753435 39323.8828125
347.9873053509317 48216.36328125
347.98916912431116 -24453.326171875
347.99103290767283 -24278.447265625
347.99289670101655 -13662.7421875
347.9947605043426 -4341.6083984375
347.99662431765086 2133.88525390625
347.9984881409415 -1361.853271484375
348.0003519742145 -8155.21875
348.00221581746996 63427.4609375
348.0040796707078 4792.64599609375
348.0059435339283 -552.7174072265625
348.00780740713145 37233.1328125
348.0096712903172 85326.96875
348.01153518348565 126882.2578125
348.01339908663687 10919.1220703125
348.01526299977087 -18967.349609375
348.01712692288777 24633.96484375
348.0189908559876 89768.421875
348.0208547990704 111704.890625
348.0227187521362 138431.546875
348.02458271518515 44269.62890625
348.02644668821716 3434.716552734375
348.0283106712324 952.2086181640625
348.03017466423086 1474.2545166015625
348.03203866721265 88550.078125
348.0339026801778 5266.4990234375
348.0357667031263 -16265.8515625
348.0376307360583 -15969.6748046875
348.0394947789738 -21132.56640625
348.04135883187286 -16029.3740234375
348.04322289475556 -15493.28515625
348.0450869676219 57934.125
348.04695105047193 28963.666015625
348.04881514330583 -45830.05078125
348.0506792461235 -42240.7265625
348.0525433589251 -31093.259765625
348.05440748171054 10333.052734375
348.05627161448007 17431.015625
348.0581357572336 48129.078125
348.0599999099712 122757.6015625
348.061864072693 174589.984375
348.06372824539903 182948.109375
348.0655924280893 72981.3671875
348.06745662076383 102302.9375
348.06932082342286 195550.65625
348.0711850360662 124725.859375
348.073049258694 -27840.92578125
348.07491349130635 -37141.3984375
348.0767777339033 41810.89453125
348.07864198648485 57458.0703125
348.0805062490511 -28322.34765625
348.0823705216021 -11591.80859375
348.08423480413785 227309.890625
348.08609909665853 156649.671875
348.08796339916404 123733.296875
348.08982771165455 132880.546875
348.09169203413006 3114.79736328125
348.09355636659063 -37022.6015625
348.0954207090363 -42089.3515625
348.0972850614672 5648.619140625
348.09914942388326 29660.875
348.1010137962846 -13597.677734375
348.1028781786713 -67519.5390625
348.10474257104335 48820.2578125
348.10660697340086 1580.4742431640625
348.1084713857438 -30775.6796875
348.1103358080723 -23925.12109375
348.1122002403864 -42663.8359375
348.1140646826862 -21035.25
348.1159291349717 35155.62890625
348.11779359724295 24433.666015625
348.11965806949996 19918.4609375
348.1215225517429 39855.84375
348.12338704397166 -39557.109375
348.12525154618646 -22528.76171875
348.1271160583873 -11433.6337890625
348.12898058057414 23345.68359375
348.1308451127472 45597.40625
348.13270965490636 8947.736328125
348.1345742070518 -13500.1533203125
348.13643876918354 39173.296875
348.13830334130165 5286.29296875
348.1401679234061 590.3258666992188
348.1420325154971 59587.69140625
348.1438971175745 65478.40625
348.14576172963854 81949.828125
348.14762635168915 17527.396484375
348.14949098372637 -22889.431640625
348.1513556257504 -24491.681640625
348.1532202777612 2871.808837890625
348.1550849397588 95984.4609375
348.15694961174324 81136.8359375
348.1588142937146 18717.28515625
348.160678985673 17320.46875
348.16254368761844 49711.1953125
