# Wavelength in nm, Data in electron
wavelength data
347.41537213284136 0.0
347.4172328430166 0.0
347.4190935631576 0.0
347.4209542932644 0.0
347.4228150333369 0.0
347.4246757833754 0.0
347.42653654337977 0.0
347.4283973133501 0.0
347.43025809328645 0.0
347.432118883189 0.0
347.4339796830576 0.0
347.4358404928924 0.0
347.4377013126935 0.0
347.43956214246083 0.0
347.4414229821946 0.0
347.44328383189463 0.0
347.44514469156127 0.0
347.4470055611944 0.0
347.44886644079406 0.0
347.45072733036034 0.0
347.45258822989325 0.0
347.454449139393 0.0
347.45631005885946 0.0
347.45817098829275 0.0
347.46003192769297 0.0
347.4618928770601 0.0
347.46375383639423 0.0
347.46561480569545 0.0
347.4674757849637 0.0
347.4693367741992 0.0
347.4711977734018 0.0
347.4730587825718 0.0
347.474919801709 0.0
347.4767808308136 0.0
347.4786418698856 0.0
347.4805029189251 0.0
347.48236397793215 0.0
347.4842250469068 0.0
347.486086125849 0.0
347.48794721475895 0.0
347.4898083136366 0.0
347.49166942248206 0.0
347.4935305412954 0.0
347.4953916700767 0.0
347.49725280882586 0.0
347.49911395754305 0.0
347.5009751162283 0.0
347.5028362848817 0.0
347.50469746350325 0.0
347.506558652093 0.0
347.508419850651 0.0
347.5102810591774 0.0
347.5121422776721 0.0
347.5140035061354 0.0
347.515864744567 0.0
347.5177259929673 0.0
347.5195872513361 0.0
347.5214485196736 0.0
347.5233097979798 0.0
347.52517108625466 0.0
347.52703238449845 0.0
347.52889369271105 0.0
347.5307550108926 0.0
347.5326163390431 0.0
347.53447767716267 0.0
347.5363390252512 0.0
347.53820038330895 0.0
347.5400617513359 0.0
347.54192312933196 0.0
347.5437845172974 0.0
347.5456459152323 0.0
347.5475073231364 0.0
347.5493687410101 0.0
347.55123016885324 0.0
347.5530916066659 0.0
347.5549530544483 0.0
347.5568145122002 0.0
347.55867597992193 0.0
347.56053745761335 0.0
347.56239894527465 0.0
347.56426044290583 0.0
347.566121950507 0.0
347.56798346807807 0.0
347.5698449956192 0.0
347.5717065331304 0.0
347.5735680806118 0.0
347.5754296380634 0.0
347.5772912054851 0.0
347.57915278287726 0.0
347.58101437023976 0.0
347.5828759675726 0.0
347.584737574876 0.0
347.5865991921499 0.0
347.58846081939436 0.0
347.59032245660944 0.0
347.59218410379515 0.0
347.59404576095164 0.0
347.595907428079 0.0
347.597769105177 0.0
347.59963079224605 0.0
347.601492489286 0.0
347.60335419629695 0.0
347.605215913279 0.0
347.6070776402321 0.0
347.60893937715633 0.0
347.6108011240518 0.0
347.6126628809186 0.0
347.61452464775664 0.0
